id;kolejnosc;symbol;nazwa;opis;dataKoncaObowiazywania;dataPoczatkuObowiazywania;elementNadrzednyId;elementNadrzednyUuid;uuid;iloscKresekCn;jednostkiMiara;kluczCn;opisNieobejmuje;opisObejmuje;opisObejmujeNieobejmuje;opisObejmujeTakze;przeszleZdarzenia;uwagi;wygenerowany;zmianyOdPoprzedniejWersji;znakZmianCn;numerPoziomu
26232;56;01.49.Z;Chów i hodowla pozostałych zwierząt;;;;0;E92E823E-C043-4B7C-855E-BAA67F0C46A3;CE789BCD-E7D6-419D-BB27-150AE6AB10B5;; ;;;;"<body><h2>01.49.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>chów i hodowlę pozostałych zwierząt, włącznie z częściowo oswojonymi: <ul><li>strusi i emu,</li><li>pozostałych ptaków, z wyłączeniem drobiu, </li><li>owadów, </li><li>królików i pozostałych zwierząt futerkowych, </li></ul></li><li>produkcję nasienia królików i pozostałych zwierząt futerkowych, </li><li>produkcję skór zwierząt futerkowych, gadów lub ptaków w gospodarstwach hodowlanych, </li><li>chów i hodowlę robaków, mięczaków, w tym ślimaków itp. zwierząt lądowych, </li><li>chów i hodowlę jedwabników; produkcję kokonów jedwabników, </li><li>chów i hodowlę pszczół; produkcję miodu i wosku pszczelego oraz pozostałych produktów pszczelich, </li><li>chów i hodowlę zwierząt domowych, z wyłączeniem ryb: <ul><li>kotów i psów, </li><li>ptaków, takich jak papużki itp., </li><li>chomików itp., </li></ul></li><li>chów i hodowlę różnorodnych zwierząt, </li><li>produkcję sierści zwierzęcej cienkiej lub grubej niezgrzeblonej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>chowu i hodowli drobiu, sklasyfikowanych w 01.47.Z. </li><li>produkcji skór pochodzących z myślistwa i łowiectwa, sklasyfikowanej w 01.70.Z, </li><li>chowu i hodowli ryb, żab, krokodyli i robaków morskich, sklasyfikowanych w 03.21.Z, 03.22.Z, </li><li>tresury zwierząt domowych, sklasyfikowanej w 96.09.Z. </li></ul></body>";;;;;;;5
26233;57;01.5;Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana);;;;0;EA3BA8CE-481B-4B8E-AEE0-8CBB3732F9D9;1DCCF9F2-0750-4079-946F-5DFF81948EE3;; ;;;;;;;;;;;3
26234;58;01.50;Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana);;;;0;1DCCF9F2-0750-4079-946F-5DFF81948EE3;C28F783F-A9EA-4207-873C-6DF9D21994A1;; ;;;;;;;;;;;4
26235;59;01.50.Z;Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana);;;;0;C28F783F-A9EA-4207-873C-6DF9D21994A1;FEE669F0-44B9-4020-8E50-9315C5CBA95C;; ;;;;<body><h2>01.50.Z</h2><p>Podklasa ta uwzględnia zjawisko występowania gospodarstw rolnych prowadzących jednocześnie produkcję roślinną i zwierzęcą, bez specjalizacji produkcji w kierunku upraw rolnych czy też chowu i hodowli zwierząt. Wielkość produkcji rolnej nie jest czynnikiem decydującym. Jeżeli jednak stopień specjalizacji wynosi 66 % i powyżej w jednej dziedzinie, to działalność jednostki nie powinna być klasyfikowana w niniejszej podklasie, ale do upraw rolnych lub chowu i hodowli zwierząt. </p><p>Podklasa ta nie obejmuje: </p><ul><li>działalności jednostek zajmujących się głównie uprawami rolnymi, sklasyfikowanej w odpowiednich podklasach grup 01.1 i 01.2, </li><li>działalności jednostek zajmujących się głównie chowem i hodowlą zwierząt, sklasyfikowanej w odpowiednich podklasach grupy 01.4. </li></ul></body>;;;;;;;5
26236;60;01.6;Działalność usługowa wspomagająca rolnictwo i następująca po zbiorach;;;;0;EA3BA8CE-481B-4B8E-AEE0-8CBB3732F9D9;7C2900F1-D90B-492A-B358-B89ECFD54110;; ;;;;;;;;;;;3
26237;61;01.61;Działalność usługowa wspomagająca produkcję roślinną;;;;0;7C2900F1-D90B-492A-B358-B89ECFD54110;7103368E-929C-4BC0-B595-E5B6FB952DDA;; ;;;;;;;;;;;4
26238;62;01.61.Z;Działalność usługowa wspomagająca produkcję roślinną;;;;0;7103368E-929C-4BC0-B595-E5B6FB952DDA;AABDF679-6830-4DAF-8E5E-8F222838B9CF;; ;;;;<body><h2>01.61.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność rolniczą świadczoną na zlecenie, w zakresie: <ul><li>przygotowania pól do upraw, siewu i sadzenia, </li><li>pielęgnowania, zraszania, opryskiwania upraw, włączając usługi agrolotnicze, </li><li>przycinania drzew owocowych oraz winorośli, </li><li>przesadzania ryżu, przerywania buraków, </li><li>zbiorów, </li><li>zwalczania szkodników (włączając króliki) związanego z rolnictwem, </li></ul></li><li>utrzymanie terenów rolniczych w dobrym stanie ekologicznym, </li><li>eksploatację systemów irygacyjnych dla celów rolniczych, </li><li>wynajem maszyn rolniczych z obsługą.</li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności rolniczej następującej po zbiorach, sklasyfikowanej w 01.63.Z, </li><li>odwadniania gruntów rolnych, sklasyfikowanego w 43.12.Z, </li><li>działalności w zakresie architektury krajobrazu, sklasyfikowanej w 71.11.Z, </li><li>działalności agronomów i ekonomistów rolnych, sklasyfikowanej w 74.90.Z, </li><li>zagospodarowania terenów zieleni, sklasyfikowanego w 81.30.Z, </li><li>organizowania pokazów i targów rolniczych, sklasyfikowanego w 82.30.Z. </li></ul></body>;;;;;;;5
26239;63;01.62;Działalność usługowa wspomagająca chów i hodowlę zwierząt gospodarskich;;;;0;7C2900F1-D90B-492A-B358-B89ECFD54110;ABDE4219-E90C-4EF7-999B-314157BAB840;; ;;;;;;;;;;;4
26240;64;01.62.Z;Działalność usługowa wspomagająca chów i hodowlę zwierząt gospodarskich;;;;0;ABDE4219-E90C-4EF7-999B-314157BAB840;5A8579FB-C45A-4922-9895-8517800A4ED9;; ;;;;;;;;;;;5
26241;65;01.63;Działalność usługowa następująca po zbiorach;;;;0;7C2900F1-D90B-492A-B358-B89ECFD54110;2FCB63A1-B411-45BD-8F19-BB4B60F0DEC0;; ;;;;;;;;;;;4
26242;66;01.63.Z;Działalność usługowa następująca po zbiorach;;;;0;2FCB63A1-B411-45BD-8F19-BB4B60F0DEC0;294F206D-89DD-4A00-8B8A-03307BCC0439;; ;;;;<body><h2>01.63.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>przygotowanie plonów do sprzedaży na rynek pierwotny przez: czyszczenie, obcinanie, sortowanie, odkażanie, </li><li>odziarnianie bawełny,</li><li>przygotowanie liści tytoniowych, szyszek chmielowych, ziół, np. suszenie, </li><li>przygotowanie ziaren kakaowych, np. łuskanie </li><li>woskowanie owoców. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>przygotowania do sprzedaży produktów rolniczych przez producenta, sklasyfikowanego w odpowiednich podklasach grup 01.1, 01.2 i 01.3, </li><li>działalności następującej po zbiorach skierowanej na polepszenie jakości nasion, sklasyfikowanej w 01.64.Z, </li><li>wstępnego przetwarzania surowca tytoniowego, tzn. przygotowania do dalszego przerobu przez producentów wyrobów tytoniowych surowca tytoniowego, polegającego w szczególności na odżyłowaniu, cięciu, nasączaniu lub dosuszaniu blaszki liściowej, sklasyfikowanego w 12.00.Z,</li><li>działalności marketingowej wykonywanej na zlecenie kupców i stowarzyszeń, sklasyfikowanej w odpowiednich podklasach działu 46, </li><li>sprzedaży hurtowej płodów rolnych, sklasyfikowanej w odpowiednich podklasach grupy 46.2. </li></ul></body>;;;;;;;5
26243;67;01.64;Obróbka nasion dla celów rozmnażania roślin;;;;0;7C2900F1-D90B-492A-B358-B89ECFD54110;E45D8F8B-C9B4-4ECB-8ED4-40A30EB3AF21;; ;;;;;;;;;;;4
26244;68;01.64.Z;Obróbka nasion dla celów rozmnażania roślin;;;;0;E45D8F8B-C9B4-4ECB-8ED4-40A30EB3AF21;FC32B5F0-1197-4AC8-869C-3D2A5CFE9C21;; ;;;;<body><h2>01.64.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność usługową następującą po zbiorach skierowaną na polepszenie jakości nasion przeznaczonych na siew poprzez usunięcie nasion niewyrośniętych, uszkodzonych mechanicznie lub przez insekty, nasion niedojrzałych, jak również utrzymywanie wilgotności na poziomie bezpiecznym dla ich przechowywania,</li><li>suszenie, czyszczenie, sortowanie i przechowywanie nasion do momentu ich sprzedaży,</li><li>genetyczną modyfikację nasion. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji nasion, sklasyfikowanej w odpowiednich podklasach grup 01.1 i 01.2, </li><li>przetwarzania nasion w celu otrzymania oleju, sklasyfikowanego w 10.41.Z, </li><li>badań eksperymentalnych związanych z rozwojem i modyfikacją nasion, sklasyfikowanych w 72.11.Z. </li></ul></body>;;;;;;;5
26245;69;01.7;Łowiectwo i pozyskiwanie zwierząt łownych, włączając działalność usługową;;;;0;EA3BA8CE-481B-4B8E-AEE0-8CBB3732F9D9;BCE77641-6081-4B3F-A8FF-3991C8FE16EA;; ;;;;;;;;;;;3
26246;70;01.70;Łowiectwo i pozyskiwanie zwierząt łownych, włączając działalność usługową;;;;0;BCE77641-6081-4B3F-A8FF-3991C8FE16EA;1FAEA130-3169-433D-9263-26F8C04D763C;; ;;;;;;;;;;;4
26247;71;01.70.Z;Łowiectwo i pozyskiwanie zwierząt łownych, włączając działalność usługową;;;;0;1FAEA130-3169-433D-9263-26F8C04D763C;C85880CD-ED75-427D-9D21-9125F5423CB5;; ;;;;<body><h2>01.70.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>pozyskiwanie zwierząt łownych w celach handlowych, </li><li>pozyskiwanie zwierząt łownych (żywych i martwych) dla celów konsumpcyjnych, uzyskania trofeów, futer, skór, przeprowadzania badań oraz odłowu w celu przemieszczania na inne tereny, a także w celu umieszczenia ich w ogrodach zoologicznych lub jako zwierzęta domowe, </li><li>hodowlę, rozmnażanie i prowadzenie zasiedleń zwierzętami łownymi,</li><li>produkcję skór zwierząt łownych, włączając ptaki, pozyskiwanych z działalności łowieckiej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji skór zwierząt hodowlanych, włączając ptaki, pozyskiwanych z chowu i hodowli, sklasyfikowanej w odpowiednich podklasach grupy 01.4, </li><li>chowu i hodowli dzikich zwierząt w gospodarstwach produkcyjnych, sklasyfikowanych w 01.49.Z, </li><li>polowania na wieloryby, sklasyfikowanego w 03.11.Z, </li><li>produkcji skór surowych pochodzących z rzeźni, sklasyfikowanej w 10.11.Z, </li><li>myślistwa sportowego i rekreacyjnego, sklasyfikowanego w 93.19.Z, </li><li>działań promujących myślistwo i łowiectwo, sklasyfikowanych w 94.99.Z. </li></ul></body>;;;;;;;5
26248;72;02;LEŚNICTWO I POZYSKIWANIE DREWNA;;;;0;73529589-3B43-4C24-AEEC-472EE616DE0A;4D4ABC10-3AC7-465C-8D6B-133047B4C178;; ;;;;<body><h2>02</h2><p>Dział ten obejmuje: </p><ul><li>wytwarzanie drewna okrągłego do dalszego przerobu, </li><li>pozyskiwanie i zbieranie dziko rosnących produktów leśnych,</li><li>wytwarzanie produktów używanych w postaci nieprzetworzonej lub przetworzonych w niewielkim stopniu, takich jak: drewno opałowe, węgiel drzewny, zrębki lub drewno okrągłe (np. stojaki kopalniane, żerdzie itp.), </li><li>urządzanie lasu, </li><li>utrzymanie i powiększanie zasobów i upraw leśnych, </li><li>działalność z zakresu nasiennictwa i selekcji leśnej, </li><li>zagospodarowanie i ochronę lasu, </li><li>przystosowywanie, utrzymanie i wykorzystanie zasobów przyrodniczych w ramach realizacji pozaprodukcyjnych funkcji lasu, </li><li>działalność usługową związaną z leśnictwem. </li></ul><p>Działania te mogą być wykonywane w lasach naturalnych lub zasadzonych. </p><p>Dział ten nie obejmuje: </p><ul><li>dalszej obróbki drewna związanej z jego piłowaniem i heblowaniem, sklasyfikowanej w odpowiednich podklasach działu 16. </li></ul></body>;;;;;;;2
26249;73;02.1;Gospodarka leśna i pozostała działalność leśna, z wyłączeniem pozyskiwania produktów leśnych;;;;0;4D4ABC10-3AC7-465C-8D6B-133047B4C178;75E9BD53-81BE-4590-B097-9877F7E696B4;; ;;;;;;;;;;;3
26250;74;02.10;Gospodarka leśna i pozostała działalność leśna, z wyłączeniem pozyskiwania produktów leśnych;;;;0;75E9BD53-81BE-4590-B097-9877F7E696B4;9BFB8A4B-9E38-4429-AA62-45324EC7F504;; ;;;;;;;;;;;4
26251;75;02.10.Z;Gospodarka leśna i pozostała działalność leśna, z wyłączeniem pozyskiwania produktów leśnych;;;;0;9BFB8A4B-9E38-4429-AA62-45324EC7F504;7A813F20-FE57-4888-AAC9-44361DCE9BEB;; ;;;;<body><h2>02.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>urządzanie lasu, </li><li>zagospodarowanie lasu, </li><li>utrzymanie i powiększanie zasobów i upraw leśnych, </li><li>ochronę lasów i dróg leśnych, włączając ochronę przeciwpożarową, łącznie z gaszeniem pożarów w lasach,</li><li>działalność szkółek leśnych, </li><li>przystosowywanie, utrzymanie i wykorzystanie zasobów przyrodniczych w ramach realizacji pozaprodukcyjnych funkcji lasu. </li></ul><p>Działania te mogą być wykonywane w lasach naturalnych lub zasadzonych. </p><p>Podklasa ta nie obejmuje: </p><ul><li>uprawy choinek świątecznych na gruntach rolnych, sklasyfikowanej w 01.29.Z, </li><li>szkółkarstwa innego niż leśne, sklasyfikowanego w 01.30.Z, </li><li>pozyskiwania drewna, sklasyfikowanego w 02.20.Z, </li><li>pozyskiwania grzybów i innych dziko rosnących produktów leśnych, sklasyfikowanego w 02.30.Z, </li><li>ochrony lasu, włączając ochronę przed pożarami (łącznie z gaszeniem pożarów w lasach) wykonywanej na zlecenie, sklasyfikowanej w 02.40.Z, </li><li>produkcji wiórów drewnianych, sklasyfikowanej w 16.10.Z. </li></ul></body>;;;;;;;5
26252;76;02.2;Pozyskiwanie drewna;;;;0;4D4ABC10-3AC7-465C-8D6B-133047B4C178;B980FDA5-D647-44C8-B072-24C247ACF463;; ;;;;;;;;;;;3
26253;77;02.20;Pozyskiwanie drewna;;;;0;B980FDA5-D647-44C8-B072-24C247ACF463;4EDA3C61-2152-43DF-8005-26095F31197F;; ;;;;;;;;;;;4
26254;78;02.20.Z;Pozyskiwanie drewna;;;;0;4EDA3C61-2152-43DF-8005-26095F31197F;ABC3B731-B9BA-4EAF-8F73-F8AAB5ADC970;; ;;;;<body><h2>02.20.Z</h2><p>Podklasa ta obejmuje pozyskiwanie: </p><ul><li>drewna okrągłego do dalszego przerobu w przemyśle przetwórczym, </li><li>drewna okrągłego używanego w postaci nieprzetworzonej takiej jak: kopalniak, żerdzie i słupy,</li><li>drewna i innych produktów leśnych na cele opałowe </li></ul><p>oraz </p><ul><li>produkcję węgla drzewnego w lesie (z wykorzystaniem metod tradycyjnych). </li></ul><p>W wyniku tej działalności powstają drewno użytkowe, zrębki lub drewno opałowe. </p><p>Podklasa ta nie obejmuje: </p><ul><li>uprawy choinek świątecznych na gruntach rolnych, sklasyfikowanej w 01.29.Z, </li><li>urządzania i zagospodarowania lasu oraz utrzymania i powiększania zasobów i upraw leśnych, sklasyfikowanych w 02.10.Z, </li><li>pozyskiwania dziko rosnących produktów leśnych, sklasyfikowanego w 02.30.Z, </li><li>produkcji wiórów drewnianych, sklasyfikowanej w 16.10.Z, </li><li>produkcji węgla drzewnego otrzymywanego w procesie destylacji drewna, sklasyfikowanej w 20.14.Z. </li></ul></body>;;;;;;;5
26255;79;02.3;Pozyskiwanie dziko rosnących produktów leśnych, z wyłączeniem drewna;;;;0;4D4ABC10-3AC7-465C-8D6B-133047B4C178;5E5324F5-CADB-4278-AE1C-4611885AD318;; ;;;;;;;;;;;3
26256;80;02.30;Pozyskiwanie dziko rosnących produktów leśnych, z wyłączeniem drewna;;;;0;5E5324F5-CADB-4278-AE1C-4611885AD318;EE57710A-6096-4471-93EE-3ED824572A14;; ;;;;;;;;;;;4
26257;81;02.30.Z;Pozyskiwanie dziko rosnących produktów leśnych, z wyłączeniem drewna;;;;0;EE57710A-6096-4471-93EE-3ED824572A14;73C6380C-AA89-4509-92BD-E9CCAF0CC2D5;; ;;;;<body><h2>02.30.Z</h2><p>Podklasa ta obejmuje pozyskiwanie dziko rosnących produktów leśnych, takich jak: </p><ul><li>grzyby, w tym trufle, </li><li>owoce jagodowe, </li><li>orzechy leśne, </li><li>balaty i pozostałe żywice gumopodobne, </li><li>korek, </li><li>żywica i szelak nieczyszczony, </li><li>karpina, </li><li>kora, </li><li>igliwie, </li><li>choinki, </li><li>balsamy, </li><li>włókna roślinne,</li><li>trawa morska, </li><li>żołędzie, kasztany, szyszki, nasiona, owocnie, </li><li>mchy i porosty, </li><li>inne rośliny leśne i ich części. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>uprawy grzybów, w tym trufli, sklasyfikowanej w 01.13.Z, </li><li>uprawy drzew i krzewów owocowych jagodowych lub orzechów, sklasyfikowanej w 01.25.Z, </li><li>uprawy choinek świątecznych na gruntach rolnych, sklasyfikowanej w 01.29.Z, </li><li>pozyskiwania drewna opałowego, sklasyfikowanego w 02.20.Z, </li><li>produkcji wiórów drewnianych, sklasyfikowanej w 16.10.Z. </li></ul></body>;;;;;;;5
26258;82;02.4;Działalność usługowa związana z leśnictwem;;;;0;4D4ABC10-3AC7-465C-8D6B-133047B4C178;9C02C3DA-34D3-40D0-B0FD-CE506D443F86;; ;;;;;;;;;;;3
26259;83;02.40;Działalność usługowa związana z leśnictwem;;;;0;9C02C3DA-34D3-40D0-B0FD-CE506D443F86;FE759A31-A8BF-463F-9ACF-85F8220087F4;; ;;;;;;;;;;;4
26260;84;02.40.Z;Działalność usługowa związana z leśnictwem;;;;0;FE759A31-A8BF-463F-9ACF-85F8220087F4;9545E47B-FE67-4400-96ED-EBDAEA4827C3;; ;;;;<body><h2>02.40.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność usługową związaną z leśnictwem, wykonywaną na zlecenie, w zakresie: <ul><li>urządzania lasu, włączając inwentaryzacje leśne, oceny i aktualizacje stanu lasów, </li><li>zagospodarowania lasu, </li><li>ochrony lasu, włącznie z ochroną przed pożarami (łącznie z gaszeniem pożarów w lasach) oraz zwalczaniem szkodników leśnych, </li><li>doradztwa związanego z zarządzaniem lasem,</li><li>przystosowywania, utrzymania i wykorzystania zasobów przyrodniczych w ramach realizacji pozaprodukcyjnych funkcji lasu, </li></ul></li><li>działalność usługową związaną z pozyskiwaniem drewna, wykonywaną na zlecenie, włączając zrywkę, podwóz i transport drewna na terenie lasu, </li><li>działalność usługową związaną z pozyskiwaniem pozostałych dziko rosnących produktów leśnych wykonywaną na zlecenie, </li><li>wynajem maszyn i urządzeń leśnych z obsługą, </li><li>pozostałą działalność usługową związaną z leśnictwem. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>drenowania terenów leśnych, sklasyfikowanego w 43.12.Z, </li><li>oczyszczania placów budowy, sklasyfikowanego w 43.12.Z, </li><li>wynajmu maszyn i urządzeń leśnych, sklasyfikowanego w 77.31.Z. </li></ul></body>;;;;;;;5
26261;85;03;RYBACTWO;;;;0;73529589-3B43-4C24-AEEC-472EE616DE0A;8ADEB8C7-3354-4A4C-917A-4DC26B9CF45A;; ;;;;<body><h2>03</h2><p>Dział ten obejmuje: </p><ul><li>połowy ryb, skorupiaków, mięczaków i pozostałych zwierząt oraz organizmów wodnych w wodach morskich i śródlądowych, </li><li>chów i hodowlę ryb oraz pozostałych produktów i organizmów wodnych (np. roślin wodnych, pereł, gąbek itp.) w wodach morskich i śródlądowych, </li><li>działalność, która zwykle jest integralną częścią procesu produkcji i jest wykonywana na własny rachunek (np. wprowadzanie ziaren do ostryg w celu produkcji pereł). </li></ul><p>Działalność usługowa związana z rybołówstwem oraz chowem i hodowlą ryb w wodach morskich i śródlądowych sklasyfikowana jest w odpowiednich podklasach tego działu. </p><p>Dział ten nie obejmuje: </p><ul><li>przetwórstwa ryb, skorupiaków i mięczaków na statkach zajmujących się wyłącznie przetwórstwem i przechowywaniem, to jest na statkach nieprowadzących połowów lub w fabrykach znajdujących się na lądzie, sklasyfikowanego w 10.20.Z, </li><li>budowy i naprawy statków i łódek, sklasyfikowanej w odpowiednich podklasach grupy 30.1 i 33.15.Z, </li><li>wędkowania sportowego i rekreacyjnego, sklasyfikowanego w 93.19.Z. </li></ul></body>;;;;;;;2
26262;86;03.1;Rybołówstwo;;;;0;8ADEB8C7-3354-4A4C-917A-4DC26B9CF45A;6F411782-2765-4AA8-97FF-BDA5061B01B3;; ;;;;<body><h2>03.1</h2><p>Grupa ta obejmuje: </p><ul><li>połowy ryb, skorupiaków, mięczaków i pozostałych zwierząt oraz organizmów wodnych na oceanach, w wodach przybrzeżnych i śródlądowych dla celów konsumpcyjnych lub innych, dokonywane ręcznie lub przy pomocy sprzętu do połowów, takiego jak siatki, liny i nieruchome pułapki. Połowy mogą być prowadzone wzdłuż wybrzeży (np. zbieranie mięczaków takich jak małże i ostrygi) lub przez zarzucanie sieci przy brzegu lub z czółen domowej roboty lub częściej z wykorzystaniem łodzi dostępnych w handlu, w wodach przybrzeżnych i z dala od brzegu, </li><li>połowy w zarybionych obszarach wodnych, </li><li>działalność usługową związaną z połowem ryb w wodach morskich i śródlądowych oraz chowem i hodowlą ryb i pozostałych organizmów wodnych. </li></ul></body>;;;;;;;3
26263;87;03.11;Rybołówstwo w wodach morskich;;;;0;6F411782-2765-4AA8-97FF-BDA5061B01B3;E7627E98-BD8A-430C-A17C-EE1B94191873;; ;;;;;;;;;;;4
26264;88;03.11.Z;Rybołówstwo w wodach morskich;;;;0;E7627E98-BD8A-430C-A17C-EE1B94191873;F7D4BBC0-462E-4978-8C77-8E693FCE04C4;; ;;;;<body><h2>03.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>połowy ryb na oceanach, morzach i w wewnętrznych wodach morskich, </li><li>połowy skorupiaków i mięczaków morskich, </li><li>wielorybnictwo, </li><li>połowy zwierząt wodnych: żółwi, osłonic, jeżowców itp., </li><li>działalność statków rybackich prowadzących połowy ryb i innych organizmów wodnych połączone z ich przetwórstwem i konserwowaniem, </li><li>pozyskiwanie (poławianie, wydobywanie) pozostałych produktów i organizmów znajdujących się w wodach morskich, np.: pereł naturalnych, gąbek, korali i alg, </li><li>działalność usługową związaną z połowem ryb na oceanach, morzach i w wewnętrznych wodach morskich. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>połowów ssaków morskich (np. morsów, fok), z wyłączeniem wielorybnictwa, sklasyfikowanych w 01.70.Z, </li><li>przetwórstwa wielorybów na statkach ? przetwórniach, sklasyfikowanego w 10.11.Z, </li><li>przetwórstwa ryb, skorupiaków, mięczaków i pozostałych organizmów wodnych na statkach zajmujących się wyłącznie przetwórstwem i przechowywaniem lub w fabrykach znajdujących się na lądzie, sklasyfikowanego w 10.20.Z, </li><li>wynajmowania łodzi rekreacyjnych z załogą, na przejażdżki po morzach i wodach przybrzeżnych (np. wyprawy na ryby), sklasyfikowanego w 50.10.Z, </li><li>działalności związanej z ochroną i inspekcją łowisk oraz usługami patrolowymi, sklasyfikowanej w 84.24.Z, </li><li>wędkowania sportowego i rekreacyjnego oraz działalności usługowej z nimi związanej, sklasyfikowanego w 93.19.Z, </li><li>prowadzenia łowisk dla celów wędkowania sportowego, sklasyfikowanego w 93.19.Z. </li></ul></body>;;;;;;;5
26265;89;03.12;Rybołówstwo w wodach śródlądowych;;;;0;6F411782-2765-4AA8-97FF-BDA5061B01B3;2DF94989-450D-478A-B8E8-EF81312D8D46;; ;;;;;;;;;;;4
26266;90;03.12.Z;Rybołówstwo w wodach śródlądowych;;;;0;2DF94989-450D-478A-B8E8-EF81312D8D46;BBFB25BE-7123-4483-BE20-ABD7DD005E40;; ;;;;<body><h2>03.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>połowy ryb w wodach śródlądowych, </li><li>połowy skorupiaków i mięczaków w wodach śródlądowych, </li><li>połowy pozostałych organizmów wodnych w wodach śródlądowych, </li><li>pozyskiwanie surowców znajdujących się w wodach śródlądowych, </li><li>działalność usługową związaną z połowem ryb w wodach śródlądowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>przetwórstwa ryb, skorupiaków i mięczaków, sklasyfikowanego w 10.20.Z, </li><li>działalności związanej z ochroną łowisk i usługami patrolowymi, sklasyfikowanej w 84.24.Z, </li><li>wędkowania sportowego i rekreacyjnego oraz działalności usługowej z nimi związanej, sklasyfikowanego w 93.19.Z, </li><li>prowadzenia łowisk dla celów wędkowania sportowego, sklasyfikowanego w 93.19.Z. </li></ul></body>;;;;;;;5
